No,Longitude,Lattitude,N,P,K,Ca,Mg,Fe,Mn,Cu,Zn,B,b12,b11,b9,b8a,b8,b7,b6,b5,b4,b3,b2,b1,Sigma_VV,Sigma_VH,plia,lia,iafe,gamma0_vv,gamma0_vh,beta0_vv,beta0_vh
264,113.43383,-2.18739,1.52,0.15,0.557,0.533,0.49,45.33,72.27,0.64,15.39,12.69,0.0395,0.0606,0.1827,0.1286,0.1176,0.1208,0.0983,0.0524,0.034,0.0445,0.0449,0.0447,0.21193,0.05304,38.15847,38.1608,38.99424,0.27283,0.06828,0.33651,0.08422
265,113.4347,-2.18739,1.96,0.15,0.356,0.125,0.68,48.73,68.34,0.86,21.53,8.53,0.0446,0.0638,0.2856,0.1341,0.1186,0.1276,0.103,0.0552,0.0363,0.0458,0.0454,0.0676,0.25476,0.04639,37.24159,37.35583,38.98844,0.32794,0.05971,0.40457,0.07367
266,113.43139,-2.18236,1.99,0.15,0.416,1.447,0.63,40.54,93.73,2.79,15.55,8.1,0.1039,0.2087,0.4133,0.4194,0.3728,0.3828,0.3118,0.1273,0.056,0.0862,0.0626,0.0621,0.23346,0.04316,36.74882,36.76017,39.01746,0.30064,0.05558,0.37051,0.0685
267,113.43223,-2.18235,1.99,0.13,0.571,0.844,0.52,42.91,159.61,1.6,10.22,27.32,0.1019,0.2037,0.4064,0.4114,0.3624,0.3735,0.3065,0.1233,0.0586,0.0866,0.0651,0.0615,0.16942,0.04581,41.44403,41.45327,39.01159,0.21816,0.05899,0.26891,0.07271
268,113.4314,-2.18453,1.5,0.13,0.691,0.347,0.43,39.18,51.45,1.92,11.53,22.36,0.1042,0.2049,0.3787,0.3995,0.3416,0.3599,0.3023,0.1341,0.0604,0.0891,0.0636,0.0592,0.16689,0.0505,41.64436,41.73378,39.01415,0.2149,0.06503,0.26488,0.08015
269,113.4322,-2.18451,1.76,0.14,0.644,0.761,0.57,58.62,91.19,1.71,9.86,20.56,0.0431,0.0704,0.269,0.1389,0.1266,0.1296,0.1071,0.0548,0.035,0.0462,0.0453,0.0469,0.24947,0.04194,38.31648,38.58549,39.00903,0.32123,0.05401,0.39599,0.06658
270,113.43134,-2.18742,2.09,0.14,0.655,0.646,0.52,41.82,93.25,4.22,13.83,19.59,0.1027,0.2048,0.3884,0.4134,0.3712,0.376,0.3106,0.1302,0.0597,0.0876,0.064,0.0606,0.15973,0.05637,36.39293,36.39463,39.01028,0.20568,0.07259,0.25354,0.08948
271,113.43225,-2.18742,1.72,0.14,0.926,0.22,0.32,44.54,67.61,1.17,4.46,8.61,0.0423,0.0687,0.2889,0.1407,0.1426,0.1343,0.1074,0.0549,0.0368,0.0508,0.0474,0.048,0.14596,0.03955,40.59167,40.59168,39.00426,0.18793,0.05092,0.23171,0.06278
272,113.43143,-2.22816,1.56,0.13,0.653,0.3,0.47,28.4,114.12,0.64,10.53,5.46,0.0861,0.1766,0.4055,0.4031,0.3576,0.3688,0.3002,0.1195,0.0535,0.0814,0.0608,0.0584,0.22752,0.062,42.31855,42.32165,38.95178,0.29273,0.07977,0.36158,0.09854
273,113.43224,-2.22818,1.73,0.13,0.62,0.36,0.46,26.5,91.46,1.06,7.14,16.08,0.0907,0.1826,0.4003,0.4086,0.364,0.3778,0.3103,0.127,0.0567,0.0877,0.061,0.0582,0.22541,0.0481,37.37465,37.38435,38.94652,0.28999,0.06188,0.35828,0.07645
274,113.43136,-2.23036,1.41,0.13,1.075,0.8,0.51,30.23,76.77,1.57,17.99,8.87,0.0846,0.1739,0.3999,0.4025,0.3716,0.3729,0.298,0.1196,0.0522,0.0854,0.059,0.0575,0.1579,0.05057,37.20268,37.2047,38.94905,0.20315,0.06506,0.25096,0.08037
275,113.4323,-2.23035,1.83,0.13,0.587,0.14,0.36,40.36,78.29,1.06,8.03,6.82,0.0853,0.1764,0.3977,0.4094,0.3696,0.3792,0.3063,0.1198,0.0513,0.0836,0.0598,0.0558,0.16532,0.05238,40.76155,40.76159,38.94315,0.21267,0.06739,0.26278,0.08326
276,113.43139,-2.23325,1.39,0.13,0.471,0.5,0.52,34.59,148.58,0.42,7.17,18.27,0.0787,0.1595,0.3887,0.3815,0.338,0.3576,0.2911,0.1185,0.0462,0.0782,0.0543,0.0544,0.51221,0.04989,39.13948,39.14438,38.94485,0.65896,0.06418,0.81417,0.07929
277,113.43224,-2.23324,2.0,0.14,1.04,0.43,0.48,34.28,90.13,2.12,5.61,8.87,0.092,0.1874,0.3983,0.4109,0.3688,0.3733,0.318,0.1458,0.0571,0.0918,0.0602,0.0565,0.18134,0.04006,39.50388,39.50727,38.93914,0.23327,0.05153,0.28827,0.06368
278,113.42891,-2.2282,2.07,0.14,0.671,0.47,0.65,31.06,245.66,1.05,13.58,8.07,0.0872,0.1811,0.4227,0.4237,0.3736,0.3889,0.3139,0.1239,0.055,0.0868,0.0628,0.0654,0.22554,0.05143,38.97268,39.01805,38.96832,0.29025,0.06619,0.35831,0.08171
279,113.42974,-2.2282,2.21,0.15,1.019,0.13,0.4,38.65,85.25,2.33,11.75,10.23,0.0864,0.1769,0.3975,0.4089,0.3824,0.3792,0.3097,0.1198,0.0552,0.0865,0.0622,0.0612,0.25689,0.05943,39.85623,39.85629,38.96294,0.33057,0.07648,0.40816,0.09443
280,113.42882,-2.23039,1.92,0.15,0.849,0.13,0.52,32.59,83.06,1.06,7.83,7.15,0.0867,0.179,0.4079,0.4111,0.3716,0.3791,0.3055,0.1206,0.0517,0.0816,0.0572,0.0564,0.23876,0.05794,39.60581,39.60606,38.9653,0.30725,0.07456,0.37935,0.09206
281,113.42972,-2.23036,1.53,0.13,0.777,0.46,0.34,28.44,72.11,0.21,8.84,10.5,0.0897,0.181,0.3995,0.4261,0.3716,0.3888,0.3193,0.1233,0.0508,0.0818,0.0594,0.0572,0.20646,0.04472,39.00668,39.00883,38.95967,0.26567,0.05754,0.32807,0.07105
282,113.42883,-2.23328,1.66,0.14,0.837,0.45,0.56,43.8,80.01,1.58,8.74,13.76,0.0825,0.1705,0.4074,0.4053,0.3744,0.3793,0.3094,0.1163,0.0498,0.0816,0.0556,0.0535,0.17752,0.05756,40.15648,40.26729,38.9617,0.22843,0.07407,0.28206,0.09146
283,113.42973,-2.23326,1.99,0.15,0.8765,0.2,0.48,39.38,60.89,1.58,9.28,6.75,0.0837,0.1727,0.3912,0.4162,0.3796,0.3804,0.3148,0.1254,0.0496,0.0797,0.0547,0.0553,0.19676,0.04765,42.63013,42.7347,38.95533,0.25317,0.06131,0.31268,0.07572
284,113.42594,-2.22821,2.14,0.16,0.83,0.37,0.55,25.07,160.03,2.95,12.12,4.96,0.0977,0.1955,0.4562,0.4741,0.4296,0.4349,0.3597,0.1439,0.0728,0.1064,0.0785,0.0715,0.18487,0.05688,41.00822,41.00878,38.98713,0.23798,0.07322,0.29359,0.09033
285,113.42634,-2.22819,1.83,0.15,1.176,0.74,0.37,41.9,42.01,2.97,11.25,8.05,0.0919,0.1867,0.4536,0.4705,0.4044,0.4327,0.3518,0.139,0.0608,0.0997,0.0681,0.0672,0.25606,0.05425,40.98324,40.99121,38.98523,0.32961,0.06983,0.40666,0.08616
286,113.42587,-2.23037,1.61,0.13,0.604,0.54,0.53,29.05,162.33,2.78,8.12,13.66,0.0897,0.1874,0.45,0.4595,0.4076,0.4221,0.3442,0.1326,0.0546,0.0934,0.0619,0.0607,0.20018,0.03323,38.4785,38.48362,38.98503,0.25768,0.04277,0.31791,0.05277
287,113.4266,-2.23035,1.8,0.14,0.746,0.33,0.55,28.01,86.25,3.9,11.37,12.08,0.0877,0.1852,0.4482,0.4602,0.408,0.4202,0.3456,0.1297,0.0525,0.0916,0.0612,0.0582,0.23769,0.04024,40.69083,40.78743,38.98014,0.30594,0.0518,0.37753,0.06392
288,113.42578,-2.23181,2.25,0.16,0.657,0.55,0.59,42.41,133.98,3.49,4.65,12.16,0.0867,0.182,0.442,0.4413,0.3996,0.4076,0.3383,0.13,0.0496,0.0916,0.0585,0.0576,0.16274,0.04409,41.77033,41.7793,38.98373,0.20948,0.05676,0.25847,0.07003
289,113.4265,-2.23181,1.95,0.14,0.558,0.71,0.54,38.37,91.31,2.23,16.48,5.16,0.084,0.1741,0.4295,0.4248,0.3956,0.3926,0.3218,0.1221,0.0484,0.0863,0.057,0.0553,0.22127,0.059,40.79668,40.79835,38.97874,0.2848,0.07593,0.35146,0.09371
290,113.42579,-2.23333,2.35,0.16,0.735,0.52,0.54,35.02,170.57,3.48,15.08,14.72,0.0807,0.171,0.4096,0.4291,0.394,0.394,0.3231,0.1243,0.0487,0.0858,0.0562,0.0531,0.22245,0.05515,34.96148,35.8847,38.98214,0.28633,0.07099,0.3533,0.08759
291,113.42661,-2.23327,1.87,0.14,0.997,0.52,0.36,48.66,123.38,2.42,10.51,14.0,0.0831,0.1756,0.4298,0.442,0.3888,0.4043,0.3338,0.1247,0.0448,0.0819,0.0556,0.0535,0.25538,0.03979,42.88336,42.98251,38.97642,0.3287,0.05121,0.40566,0.06321
292,113.4233,-2.22823,2.03,0.14,0.887,1.09,0.38,56.69,76.41,0.62,7.16,13.32,0.242,0.3271,0.5699,0.5179,0.4688,0.4889,0.4241,0.2673,0.2404,0.2548,0.2226,0.2722,0.19391,0.04643,38.88235,38.8826,39.00514,0.24968,0.05979,0.30783,0.07371
293,113.42422,-2.22823,1.7,0.13,0.8,1.26,0.42,50.08,90.94,1.52,13.67,9.86,0.3021,0.3469,0.5606,0.5392,0.464,0.5129,0.4536,0.3168,0.263,0.2618,0.2208,0.3183,0.19031,0.04742,39.06919,39.06938,38.9991,0.24502,0.06105,0.30214,0.07529
294,113.42346,-2.23036,2.07,0.14,0.536,1.48,0.81,40.89,108.3,2.96,6.02,9.77,0.0866,0.1797,0.4386,0.4462,0.406,0.408,0.3321,0.1298,0.0536,0.0914,0.0614,0.061,0.19764,0.05587,38.47473,38.48218,39.00102,0.25446,0.07194,0.31377,0.0887
295,113.42417,-2.23039,1.57,0.11,0.628,1.09,0.64,37.13,142.05,2.43,8.99,6.66,0.0841,0.1749,0.434,0.4386,0.3976,0.4043,0.3306,0.1261,0.0517,0.0857,0.0597,0.0601,0.24528,0.04063,39.97064,39.99916,38.99628,0.31578,0.0523,0.38944,0.06451
296,113.42342,-2.23183,1.71,0.13,0.636,0.62,0.63,49.15,125.64,2.75,8.47,12.47,0.0832,0.1734,0.4265,0.4382,0.3824,0.4065,0.3302,0.1273,0.0516,0.0816,0.058,0.0561,0.14472,0.05756,36.36474,36.46731,38.99933,0.18633,0.07411,0.22977,0.09139
297,113.42421,-2.23183,1.47,0.1,0.855,0.79,0.49,35.26,55.33,1.35,4.68,8.25,0.0829,0.1713,0.4186,0.4311,0.3876,0.3938,0.3251,0.1224,0.0506,0.0838,0.0587,0.0566,0.21932,0.05766,39.83218,39.97229,38.994,0.28236,0.07424,0.34825,0.09156
298,113.42342,-2.23327,1.67,0.13,1.274,0.19,0.49,34.96,71.09,2.22,16.58,8.24,0.0781,0.165,0.4266,0.4328,0.3844,0.3971,0.3202,0.1213,0.052,0.083,0.0553,0.055,0.19175,0.0445,39.42838,39.44501,38.99722,0.24687,0.05729,0.30444,0.07065
299,113.42424,-2.23326,1.35,0.11,1.065,0.56,0.34,34.69,41.29,2.62,12.58,8.31,0.0801,0.1681,0.4062,0.4351,0.3896,0.3972,0.3299,0.1258,0.0502,0.0835,0.0542,0.0548,0.23139,0.06542,38.84179,38.84221,38.99142,0.29788,0.08421,0.36743,0.10388
300,113.42017,-2.22824,2.28,0.17,1.397,0.86,0.51,40.23,80.98,2.87,11.17,15.53,0.1025,0.209,0.4555,0.4862,0.4064,0.4462,0.3715,0.1459,0.0594,0.0924,0.0679,0.0701,0.22341,0.05493,36.34398,36.34494,39.02545,0.28774,0.07074,0.3545,0.08715
301,113.4209,-2.22825,2.14,0.15,1.02,1.29,0.49,33.87,80.31,3.46,10.9,8.1,0.1028,0.2052,0.4555,0.4787,0.424,0.441,0.3643,0.1504,0.0719,0.1068,0.0802,0.0785,0.20393,0.04657,39.78501,39.78528,39.02094,0.26264,0.05998,0.32362,0.0739
302,113.4203,-2.2304,2.23,0.17,0.949,1.18,0.52,41.18,82.25,3.18,14.75,14.62,0.091,0.1907,0.4491,0.4526,0.4084,0.4167,0.3428,0.133,0.0562,0.0922,0.0621,0.0607,0.23436,0.04409,38.42671,38.45873,39.0213,0.30183,0.05678,0.37191,0.06996
303,113.42104,-2.23042,2.0,0.14,0.857,0.43,0.7,41.67,211.47,2.15,7.21,13.2,0.0906,0.1859,0.4584,0.4608,0.3948,0.422,0.3472,0.1337,0.0544,0.0886,0.0634,0.0604,0.17798,0.04068,39.43265,39.43621,39.01669,0.2292,0.05238,0.28247,0.06456
304,113.42104,-2.23042,1.92,0.14,1.069,0.14,0.61,38.36,114.35,5.04,15.13,13.04,0.0906,0.1859,0.4584,0.4608,0.3948,0.422,0.3472,0.1337,0.0544,0.0886,0.0634,0.0604,0.17798,0.04068,39.43265,39.43621,39.01669,0.2292,0.05238,0.28247,0.06456
305,113.42109,-2.23186,2.15,0.15,1.013,0.12,0.48,41.36,105.16,2.34,3.08,7.73,0.0955,0.1941,0.453,0.4555,0.4188,0.4144,0.3437,0.1378,0.0861,0.1294,0.1136,0.0691,0.24218,0.04931,40.56669,40.58781,39.0141,0.31186,0.0635,0.38437,0.07826
306,113.42014,-2.23329,2.14,0.16,1.189,0.41,0.41,38.7,80.48,2.86,12.94,20.52,0.1522,0.2456,0.48,0.4846,0.4312,0.4436,0.3746,0.1817,0.0999,0.1404,0.1272,0.1331,0.19116,0.0535,38.29799,38.31085,39.01859,0.24618,0.0689,0.30337,0.0849
307,113.42084,-2.2333,1.82,0.13,0.647,0.19,0.55,26.72,77.65,2.52,7.65,19.02,0.233,0.298,0.48,0.4935,0.4428,0.4601,0.4006,0.2476,0.207,0.2078,0.1622,0.1878,0.18193,0.06337,40.48496,40.51809,39.01379,0.23428,0.0816,0.28876,0.10058
308,113.41762,-2.22826,1.96,0.14,1.224,0.19,0.37,29.0,25.61,1.48,2.43,7.81,0.0905,0.1897,0.4535,0.4469,0.3984,0.4152,0.3385,0.1288,0.0582,0.0949,0.063,0.0608,0.21573,0.04653,39.37084,39.38794,39.04169,0.27792,0.05994,0.34219,0.07381
309,113.41862,-2.22825,1.82,0.13,0.547,0.3,0.51,45.24,127.84,3.19,21.29,15.64,0.0977,0.2012,0.4586,0.4668,0.4316,0.4288,0.3525,0.1392,0.0588,0.0972,0.0681,0.0644,0.20705,0.05248,38.45766,38.45775,39.03542,0.26671,0.0676,0.32847,0.08326
310,113.41795,-2.23045,1.71,0.11,0.663,0.28,0.61,32.26,58.14,2.45,8.2,7.28,0.046,0.0883,0.2148,0.2172,0.18,0.1976,0.1606,0.0697,0.0378,0.0524,0.0458,0.0479,0.23604,0.04547,39.0425,39.04251,39.03719,0.30406,0.05858,0.37444,0.07214
311,113.41872,-2.23044,1.56,0.12,0.453,0.96,0.54,26.3,70.57,3.38,14.26,6.51,0.0921,0.1941,0.3146,0.4384,0.3204,0.4024,0.3311,0.1251,0.0515,0.0791,0.0568,0.0576,0.27571,0.05808,37.89501,37.90675,39.03193,0.35514,0.07481,0.43743,0.09214
312,113.41796,-2.23189,1.43,0.12,0.451,0.23,0.34,32.33,97.42,2.96,18.28,16.49,0.0868,0.1818,0.4277,0.44,0.3868,0.401,0.3321,0.1279,0.0509,0.082,0.0581,0.0542,0.21294,0.05164,35.43666,35.44419,39.03516,0.2743,0.06652,0.33782,0.08192
313,113.41873,-2.23187,2.1,0.14,0.672,0.27,0.57,44.55,105.42,4.7,19.71,10.81,0.0884,0.1887,0.4423,0.4422,0.3896,0.4079,0.3287,0.1196,0.0514,0.079,0.0577,0.0564,0.19503,0.05228,35.40492,35.41074,39.02969,0.25121,0.06734,0.30944,0.08295
314,113.41796,-2.23328,2.02,0.14,0.753,0.55,0.48,41.35,61.07,4.32,13.18,14.11,0.0914,0.1905,0.432,0.4396,0.402,0.3985,0.3263,0.1251,0.0514,0.0824,0.0596,0.0575,0.17779,0.03573,36.99358,37.01162,39.03295,0.22901,0.04603,0.28206,0.05669
315,113.4187,-2.23334,1.78,0.12,0.482,0.76,0.74,38.55,74.75,2.98,14.91,13.71,0.1024,0.2038,0.4416,0.455,0.394,0.4193,0.3451,0.1361,0.0754,0.1028,0.0808,0.0735,0.20374,0.05584,37.997,38.059,39.02757,0.26242,0.07192,0.32328,0.0886
316,113.42326,-2.24659,2.43,0.18,0.879,0.69,0.54,37.48,212.2,0.96,21.51,8.67,0.2156,0.2634,0.3938,0.4241,0.3516,0.4071,0.3568,0.2462,0.186,0.1846,0.1486,0.2025,0.16862,0.04792,39.48071,39.48183,38.97918,0.21703,0.06168,0.26782,0.07611
317,113.4241,-2.24661,2.24,0.13,0.582,1.11,0.56,32.09,169.29,3.4,33.79,11.19,0.1354,0.2067,0.4038,0.3851,0.3452,0.3604,0.3048,0.1856,0.0926,0.1168,0.1058,0.1829,0.20313,0.03557,37.31281,37.49493,38.97384,0.26143,0.04578,0.32267,0.0565
318,113.42326,-2.2488,1.79,0.13,0.963,0.96,0.52,33.42,96.65,3.62,20.23,17.56,0.3602,0.4023,0.6668,0.5474,0.424,0.5297,0.491,0.4285,0.3136,0.3256,0.3356,0.4314,0.17084,0.03508,39.00527,39.00537,38.97712,0.21989,0.04515,0.27136,0.05573
319,113.42407,-2.24884,1.68,0.14,0.657,0.48,0.72,21.08,91.16,4.07,18.08,5.72,0.3777,0.4421,0.7377,0.5823,0.5336,0.5702,0.5378,0.4802,0.4332,0.4532,0.4648,0.5176,0.1312,0.03432,36.13757,36.13788,38.97191,0.16885,0.04417,0.20842,0.05452
320,113.42332,-2.25169,1.83,0.13,0.846,0.33,0.57,30.79,93.35,5.9,17.7,5.82,0.0783,0.1234,0.2132,0.2418,0.2366,0.2216,0.1867,0.1185,0.1002,0.1288,0.132,0.1212,0.22188,0.0515,38.48509,38.48711,38.97262,0.28556,0.06628,0.35247,0.08181
321,113.42423,-2.25168,1.69,0.13,0.956,0.82,0.41,31.07,108.8,5.02,17.94,11.25,0.089,0.1581,0.3535,0.3519,0.2812,0.3202,0.2668,0.1461,0.0976,0.1358,0.1404,0.0991,0.19413,0.03341,35.44736,35.46164,38.96703,0.24983,0.043,0.30842,0.05308
322,113.42058,-2.24666,2.24,0.13,0.825,0.37,0.44,40.14,161.6,5.28,18.8,15.25,0.2978,0.3445,0.5268,0.4762,0.4524,0.4637,0.4269,0.3563,0.362,0.3732,0.3596,0.3376,0.23923,0.04171,36.54739,36.78973,38.99648,0.308,0.0537,0.37984,0.06622
323,113.42141,-2.24667,1.3,0.11,1.016,0.68,0.46,24.52,61.66,2.44,22.29,7.73,0.2308,0.2723,0.5675,0.4221,0.3636,0.4007,0.3512,0.2449,0.2036,0.2108,0.2092,0.2544,0.24842,0.03649,38.30746,38.39101,38.99131,0.31981,0.04698,0.39447,0.05795
324,113.42062,-2.24884,1.49,0.1,0.39,1.1,0.61,34.03,72.02,2.78,13.27,5.29,0.286,0.3615,0.5298,0.4855,0.4684,0.4868,0.4566,0.4102,0.3552,0.3892,0.4176,0.3682,0.16058,0.04901,38.7361,38.73741,38.99465,0.20673,0.06309,0.25497,0.07781
325,113.42144,-2.24883,1.3,0.1,0.427,0.68,0.61,28.73,223.56,3.31,14.95,9.78,0.1413,0.1958,0.3809,0.3209,0.2964,0.3067,0.2727,0.1969,0.1686,0.1904,0.1924,0.188,0.13267,0.04118,39.01715,39.16776,38.98917,0.17079,0.05301,0.21068,0.0654
326,113.42069,-2.25168,1.75,0.12,0.471,0.53,0.55,39.61,145.8,2.23,13.06,7.15,0.0979,0.1427,0.3274,0.2638,0.243,0.2481,0.2127,0.1425,0.1216,0.1406,0.1464,0.1448,0.18425,0.05058,36.95526,36.97165,38.99019,0.23719,0.06511,0.29258,0.08032
327,113.4215,-2.25166,1.6,0.13,0.379,2.39,0.67,23.98,190.96,2.56,20.99,20.01,0.0741,0.1136,0.2399,0.212,0.183,0.2003,0.1727,0.1064,0.0658,0.0846,0.0906,0.0872,0.13644,0.04611,42.02576,42.04999,38.98499,0.17563,0.05935,0.21668,0.07323
328,113.4177,-2.24667,2.04,0.14,0.713,0.97,0.45,43.7,123.89,4.56,21.21,11.33,0.1973,0.2106,0.2953,0.3442,0.2252,0.3122,0.2648,0.1771,0.136,0.1328,0.1098,0.204,0.19622,0.04334,39.45779,39.45912,39.01528,0.25269,0.05582,0.31142,0.06879
329,113.41852,-2.24667,2.08,0.14,0.417,0.1,0.63,26.92,142.13,3.12,14.64,6.18,0.2288,0.2696,0.4066,0.3941,0.364,0.382,0.3429,0.2723,0.2336,0.2512,0.2584,0.2508,0.2264,0.05052,37.4122,37.41321,39.00995,0.29153,0.06506,0.35936,0.08019
330,113.41783,-2.24894,2.27,0.13,0.893,1.13,0.53,37.45,210.41,4.13,19.68,9.88,0.336,0.4017,0.5871,0.547,0.5016,0.5388,0.5088,0.4685,0.4132,0.4324,0.4504,0.475,0.19011,0.04991,38.98338,39.06307,39.01165,0.2448,0.06427,0.30174,0.07921
331,113.41872,-2.24894,1.77,0.12,0.521,0.15,0.55,38.58,239.8,4.05,20.14,14.58,0.1975,0.2672,0.5507,0.4148,0.4048,0.4075,0.3812,0.3382,0.3024,0.34,0.3688,0.419,0.19083,0.0539,35.65847,35.66795,39.00578,0.24571,0.0694,0.30293,0.08557
332,113.4178,-2.25177,1.88,0.14,0.623,0.08,0.48,45.61,107.99,5.02,16.02,14.66,0.1278,0.1308,0.6612,0.2112,0.133,0.1924,0.1591,0.0958,0.0565,0.0636,0.0628,0.1581,0.23011,0.0433,41.39627,41.40556,39.00773,0.2963,0.05575,0.36526,0.06873
333,113.41863,-2.25172,2.01,0.14,0.55,0.21,0.61,40.82,129.78,2.81,19.83,10.53,0.1679,0.1782,0.6372,0.2787,0.2018,0.2566,0.2233,0.1622,0.1494,0.136,0.11,0.1751,0.18733,0.04118,32.32956,32.42062,39.00289,0.24119,0.05302,0.29739,0.06537
334,113.41508,-2.24669,1.9,0.13,0.822,0.21,0.46,24.76,109.71,2.45,23.37,6.16,0.0437,0.0682,0.2048,0.1347,0.1216,0.1245,0.1002,0.0553,0.038,0.0488,0.0484,0.0488,0.19044,0.04874,39.50602,39.53843,39.03236,0.2453,0.06279,0.30213,0.07733
335,113.41591,-2.24668,1.71,0.13,0.42,0.43,0.54,35.81,153.99,2.66,11.08,10.89,0.0486,0.0771,0.2118,0.1532,0.1332,0.1418,0.1169,0.0613,0.0391,0.0512,0.0488,0.0463,0.18855,0.04513,37.29187,37.29295,39.02723,0.24285,0.05813,0.29916,0.07161
336,113.41509,-2.24898,2.42,0.14,1.056,0.13,0.31,33.83,139.93,4.71,14.24,17.56,0.0442,0.0707,0.2241,0.1488,0.1376,0.1428,0.1138,0.0591,0.0406,0.052,0.0478,0.0507,0.23563,0.04773,43.73692,43.73968,39.02914,0.3035,0.06148,0.37386,0.07574
337,113.41595,-2.24898,2.38,0.13,0.646,0.48,0.42,38.25,176.79,5.39,17.33,12.56,0.0478,0.0731,0.2172,0.1417,0.134,0.1364,0.1105,0.0563,0.0418,0.0522,0.054,0.0522,0.22548,0.04728,36.0294,36.05066,39.0242,0.29041,0.0609,0.35779,0.07503
338,113.41515,-2.25173,1.79,0.13,0.494,0.3,0.45,42.44,124.96,2.88,15.35,14.53,0.0451,0.0685,0.2663,0.1376,0.1332,0.1274,0.1041,0.0562,0.0386,0.0502,0.0496,0.0499,0.22439,0.04013,36.92764,36.93873,39.0251,0.28901,0.05168,0.35605,0.06367
339,113.41599,-2.25173,2.04,0.14,0.601,1.19,0.38,53.4,127.87,4.04,16.38,13.49,0.0445,0.0663,0.2381,0.1347,0.1228,0.1272,0.1013,0.0545,0.0397,0.0473,0.0496,0.0502,0.22697,0.046,35.99779,36.00357,39.01935,0.2923,0.05924,0.36019,0.073
340,113.41221,-2.24674,1.97,0.13,0.76,0.11,0.43,37.28,104.93,4.67,9.24,10.36,0.0918,0.1883,0.4129,0.4323,0.3936,0.3906,0.3181,0.1217,0.0556,0.0911,0.0659,0.0662,0.15034,0.05058,39.6741,39.67604,39.05071,0.19371,0.06517,0.23843,0.08021
341,113.4131,-2.24675,2.2,0.14,0.67,1.39,0.47,29.39,165.56,4.55,13.53,8.11,0.0859,0.1677,0.3261,0.3843,0.3576,0.3538,0.2892,0.1207,0.0596,0.0904,0.0756,0.0697,0.20994,0.05995,39.04993,39.04993,39.04431,0.27046,0.07724,0.33298,0.09509
342,113.41228,-2.24891,2.47,0.16,0.827,0.42,0.46,33.57,233.72,3.05,13.15,22.35,0.0894,0.188,0.4158,0.4434,0.4004,0.4116,0.3255,0.1173,0.055,0.0876,0.0634,0.0602,0.23085,0.05048,38.00834,38.01419,39.04778,0.29742,0.06504,0.36612,0.08007
343,113.41311,-2.24892,1.79,0.13,0.49,0.63,0.46,33.18,54.93,1.95,8.43,16.68,0.0935,0.1893,0.4182,0.4353,0.4016,0.404,0.3283,0.1252,0.0556,0.0901,0.0636,0.0602,0.17474,0.06052,38.83369,39.03877,39.04161,0.22511,0.07797,0.27717,0.096
344,113.41234,-2.25173,2.24,0.14,0.72,0.15,0.53,30.14,72.24,3.05,11.34,20.02,0.0919,0.1855,0.4156,0.4224,0.3864,0.3915,0.3172,0.115,0.055,0.0809,0.0634,0.0612,0.23399,0.04954,36.79446,36.79509,39.04299,0.30145,0.06382,0.37114,0.07857
345,113.41332,-2.25171,2.4,0.14,1.489,1.07,0.35,39.19,87.22,5.41,25.47,18.61,0.0897,0.1815,0.3897,0.4275,0.3952,0.3928,0.3177,0.1212,0.0552,0.0822,0.062,0.0609,0.18428,0.05059,39.79955,39.84782,39.03677,0.23738,0.06517,0.29233,0.08026
346,113.4093,-2.24685,2.54,0.15,0.759,0.23,0.57,34.76,280.72,2.75,11.09,7.78,0.0906,0.1898,0.4286,0.4346,0.4064,0.3979,0.3274,0.1207,0.055,0.0874,0.0658,0.0584,0.23393,0.05556,40.85197,40.89981,39.07016,0.30149,0.07161,0.37083,0.08808
347,113.41014,-2.24684,1.87,0.12,0.586,0.82,0.6,32.27,174.65,1.25,3.75,8.52,0.0903,0.1857,0.4351,0.4473,0.3952,0.412,0.3371,0.1261,0.0521,0.0828,0.0628,0.0577,0.24322,0.05058,39.08571,39.08571,39.06419,0.31343,0.06518,0.38561,0.08019
348,113.40937,-2.24905,2.5,0.15,0.824,0.17,0.55,75.86,163.19,2.11,9.48,10.36,0.0905,0.1857,0.4153,0.4329,0.386,0.4027,0.3253,0.119,0.058,0.0884,0.0656,0.06,0.25354,0.03455,39.43302,39.62035,39.06657,0.32675,0.04453,0.40195,0.05477
349,113.41016,-2.24904,2.6,0.17,1.126,0.51,0.43,43.33,120.76,3.99,13.74,6.29,0.0876,0.1786,0.4144,0.4224,0.362,0.3834,0.3095,0.1165,0.0539,0.0826,0.061,0.0583,0.20084,0.05721,40.62988,40.63012,39.06112,0.2588,0.07373,0.31843,0.09071
350,113.40934,-2.25175,2.41,0.15,0.68,0.48,0.59,42.6,209.51,2.43,11.91,12.5,0.0914,0.1886,0.411,0.432,0.3788,0.397,0.3207,0.1211,0.0539,0.0868,0.0633,0.0631,0.17841,0.04717,39.77449,39.77708,39.06266,0.22991,0.06078,0.28286,0.07478
351,113.41023,-2.25175,2.44,0.15,1.004,0.7,0.37,36.31,77.02,4.29,16.01,5.6,0.0915,0.1856,0.4166,0.4206,0.3696,0.3912,0.318,0.1209,0.0565,0.085,0.0634,0.0618,0.17795,0.05026,40.08219,40.27132,39.05667,0.2293,0.06476,0.28218,0.07969
